Movie Name,Storyline
Super Vixens 6,"Max Lords clones SuperNova, leading to a clash. Blue Bird lacks serum, while Komodo controls her poison for Vixen's agenda. Metal Skull aims to corrupt Marvel Girl using her weakness, pitting heroes against villainous forces."
Detective Conan vs. Kid the Phantom Thief,"High school student Kuroha Kaido discovers his late father's secret life as the Phantom Thief Kid, inherits his costume, and embarks on a quest to uncover the mysterious organization behind his father's murder."
Lost Chapters,"After years spent abroad, Ena returns to Caracas, where she finds her grandmother losing her memory and her father searching for rare Venezuelan books."
Inedia,"After a series of mysterious and debilitating allergic reactions to food, a young woman joins a radical community of people who claim to be nourished by light."
Measures for a Funeral,Young academic pursues acclaimed early 20th-century Canadian violinist Kathleen Parlow while escaping her failed musician mother's shadow in this poignant character study.
Smoke Signals,"Brussels, 2012. After the Health Commissioner's abrupt dismissal shrouded in secrecy, MEP José Bové and his team launch an investigation into the matter."
The Nita & Zita Project,"Picture this: Gypsy Rose Lee meets Grey Gardens meets Sisterhood of the Traveling Underpants ... with a dash of Fiddler on the Roof. This is the extraordinary story of outsider artists, Nita & Zita, who blazed a trail to international stardom, then became eccentric recluses, weaving their mythology into the very fabric of New Orleans. The story of Nita & Zita is a tale of marginalized women who lived by their own rules, Jewish immigrants on the fringes of society, burlesque dancers, and trailblazers. It is a story of mystery, intrigue, glamour, stardom, poverty, loneliness, and most of all, the extraordinary love and devotion of sisters. It is also the story of two ecstatic muses, who inspired countless artists. Nita & Zita are the patron saints of all those with a burning desire to create. These artists recognize themselves in Nita & Zita as the ultimate bohemian outsider artists. Nita & Zita performed all over the world before retiring to a creole cottage in New Orleans where they became eccentric recluses, but they weren't done creating. They painted their house top to bottom with flowers and polka dots and surrounded themselves with photos from their dancer days. After they died, their neighbor found thousands of hand-sewn costumes, dolls, dresses, and art that were then sold in a yard sale that lasted 5 years. Many artists in New Orleans and around the world own Nita & Zita costume pieces, where they are now literally woven into the fabric of the city. Nita & Zita are buried in the pauper's section of the Hebrew Rest Cemetery in New Orleans. Filmmakers Marci Darling and Sharon Gillen are passionate about smashing Jewish stereotypes, gender stereotypes, dancer stereotypes, and socioeconomic injustices through innovative visual storytelling. This film will shine a new light on an aspect of American history and culture that is rarely illuminated, the stories of burlesque dancers, acrobats, contortionists, and the people who dare to step into the ring and take big risks in order to make their living as performers. Dancers are ephemeral - when they die, their art goes with them, unless someone tells their story. We are telling their story."
Softshell,"Following the death of their mother, a Thai-American brother and sister navigate living in the city and beyond."
I Want to Be Neenja! The Movie,"One of the greatest songs ever is now a movie. Buckle up for a laughter-filled ride. Jennifer Murphy ""GoGirl"" is a superhero on a mission to spread smiles, but she is being sabotaged by Chow, the billionaire ninja villain. Who will win?!."
Freedom Way,"Government laws threaten a startup, affecting nine lives. Co-founders fight to survive, a motorcyclist loses his job, a doctor faces moral dilemmas, and police partners confront opposing choices."
The War on Truth,"The government's 3-year War On Truth faces resistance. Nick Searcy investigates J6 deaths, Capitol breach orchestrators, election impacts, and how federal agencies target citizens to protect corrupt officials."
Skeleton's Serious Kids,"After a call throughout Spain and unique physical and mental selection tests, nine young athletes are selected to become the first Spanish Skeleton team ever. For most of them it is their first contact with the ice."
Rita,"A new wife Rita, who finds herself alone when husband Ariel works abroad. They both find sexual satisfaction in other people. When Ariel comes back, they both act like nothing happened. But will this keep their marriage from falling apart?"
Danger in the Dorm,"After the murder of her childhood best friend and fellow classmate, Kathleen must catch a killer who's preying on young girls around campus."
Woodwalkers,"Carag, a shapeshifting puma raised in the wild, joins Clearwater High, a school for Woodwalkers. With friends Holly (squirrel) and Brandon (bison), he navigates mysteries and dangers of the Woodwalker world."
Vae Victis,"Vae Victis tells about the life story of painter Valerio De Filippis, a man who has made art his way of being in the world but currently in the grip of the dreaded artist's block in view of a very important exhibition."
Lubber Pandhu,"Set against the rural backdrop, explores gully cricket stars Gethu and Anbu's intense rivalry. Anbu's romantic involvement with Gethu's daughter escalates the clash. Their skills and emotions are put to the ultimate test."
One More Shot,"Following the attack on the black site in Poland, Navy SEAL Jake Harris is ordered to escort terrorist suspect Amin Mansur to Washington D.C for interrogation."
